source,local_index,parent id,domain,Daya Ilokusi,Jenis Ujaran
ibrohim budi,1900,4234,porn,assertive,immoral
ibrohim budi,1901,3716,neutral,assertive,neutral
ibrohim budi,1902,1241,ethnicity,expressive,hate speech
ibrohim budi,1903,2800,neutral,assertive,neutral
ibrohim budi,1904,2517,porn,assertive,immoral
ibrohim budi,1905,4977,neutral,assertive,neutral
ibrohim budi,1906,3691,neutral,expressive,defamation
ibrohim budi,1907,2274,neutral,assertive,neutral
ibrohim budi,1908,4840,neutral,expressive,defamation
ibrohim budi,1909,4719,neutral,assertive,neutral
ibrohim budi,1910,983,religion,expressive,hate speech
ibrohim budi,1911,1997,neutral,assertive,neutral
ibrohim budi,1912,14360,religion,directive,neutral
ibrohim budi,1913,2754,porn,expressive,immoral
ibrohim budi,1914,75,religion,expressive,hate speech
ibrohim budi,1915,2666,neutral,assertive,neutral
ibrohim budi,1916,3921,neutral,assertive,neutral
ibrohim budi,1917,3090,neutral,assertive,neutral
ibrohim budi,1918,1673,neutral,expressive,defamation
ibrohim budi,1919,3752,neutral,assertive,neutral
ibrohim budi,1920,4255,neutral,expressive,defamation
ibrohim budi,1921,1167,religion,expressive,hate speech
ibrohim budi,1922,2867,neutral,expressive,defamation
ibrohim budi,1923,4998,neutral,expressive,defamation
ibrohim budi,1924,2561,neutral,directive,threat
ibrohim budi,1925,4606,neutral,assertive,neutral
ibrohim budi,1926,5388,neutral,assertive,neutral
ibrohim budi,1927,2833,religion,assertive,neutral
ibrohim budi,1928,5408,neutral,assertive,neutral
ibrohim budi,1929,5210,neutral,assertive,neutral
ibrohim budi,1930,5718,neutral,assertive,neutral
ibrohim budi,1931,3872,neutral,expressive,defamation
ibrohim budi,1932,1696,porn,assertive,immoral
ibrohim budi,1933,5636,neutral,assertive,neutral
ibrohim budi,1934,5016,neutral,expressive,defamation
ibrohim budi,1935,2291,neutral,assertive,neutral
ibrohim budi,1936,1667,neutral,expressive,defamation
ibrohim budi,1937,2958,neutral,directive,defamation
ibrohim budi,1938,4372,neutral,assertive,neutral
ibrohim budi,1939,5759,neutral,assertive,neutral
ibrohim budi,1940,4180,neutral,expressive,defamation
ibrohim budi,1941,328,religion,expressive,hate speech
ibrohim budi,1942,3536,neutral,assertive,neutral
ibrohim budi,1943,2787,neutral,assertive,neutral
ibrohim budi,1944,1659,neutral,assertive,neutral
ibrohim budi,1945,3181,neutral,assertive,neutral
ibrohim budi,1946,2282,neutral,expressive,neutral
ibrohim budi,1947,445,religion,expressive,hate speech
ibrohim budi,1948,4590,neutral,assertive,neutral
ibrohim budi,1949,1961,neutral,expressive,defamation
ibrohim budi,1950,3951,neutral,assertive,neutral
ibrohim budi,1951,3456,neutral,assertive,neutral
ibrohim budi,1952,3650,neutral,assertive,neutral
ibrohim budi,1953,4524,neutral,expressive,defamation
ibrohim budi,1954,2373,neutral,expressive,defamation
ibrohim budi,1955,2662,neutral,assertive,neutral
ibrohim budi,1956,2175,neutral,expressive,defamation
ibrohim budi,1957,4809,neutral,expressive,defamation
ibrohim budi,1958,1507,neutral,assertive,neutral
ibrohim budi,1959,4655,neutral,assertive,neutral
ibrohim budi,1960,4966,neutral,expressive,defamation
ibrohim budi,1961,1010,ethnicity,expressive,hate speech
ibrohim budi,1962,913,ethnicity,assertive,neutral
ibrohim budi,1963,2018,neutral,assertive,neutral
ibrohim budi,1964,50,religion,assertive,neutral
ibrohim budi,1965,4807,neutral,assertive,neutral
ibrohim budi,1966,1731,neutral,assertive,neutral
ibrohim budi,1967,2301,neutral,assertive,neutral
ibrohim budi,1968,986,religion,expressive,neutral
ibrohim budi,1969,1669,neutral,directive,neutral
ibrohim budi,1970,1975,neutral,expressive,defamation
ibrohim budi,1971,1810,neutral,assertive,neutral
ibrohim budi,1972,2264,religion,expressive,hate speech
ibrohim budi,1973,12617,neutral,assertive,neutral
ibrohim budi,1974,5519,neutral,expressive,defamation
ibrohim budi,1975,5680,neutral,assertive,neutral
ibrohim budi,1976,182,religion,assertive,neutral
ibrohim budi,1977,3437,neutral,assertive,neutral
ibrohim budi,1978,6261,neutral,assertive,neutral
ibrohim budi,1979,2698,neutral,assertive,neutral
ibrohim budi,1980,817,ethnicity,directive,hate speech
ibrohim budi,1981,3796,neutral,assertive,neutral
ibrohim budi,1982,5113,neutral,assertive,neutral
ibrohim budi,1983,3344,neutral,expressive,neutral
ibrohim budi,1984,2182,neutral,directive,neutral
ibrohim budi,1985,14361,neutral,expressive,neutral
ibrohim budi,1986,5406,neutral,assertive,neutral
ibrohim budi,1987,1069,ethnicity,expressive,hate speech
ibrohim budi,1988,1559,neutral,assertive,neutral
ibrohim budi,1989,985,religion,expressive,hate speech
ibrohim budi,1990,4448,neutral,expressive,defamation
ibrohim budi,1991,5952,neutral,assertive,neutral
ibrohim budi,1992,4650,neutral,expressive,defamation
ibrohim budi,1993,5545,neutral,expressive,defamation
ibrohim budi,1994,1993,neutral,assertive,neutral
ibrohim budi,1995,5822,neutral,expressive,defamation
ibrohim budi,1996,4271,neutral,assertive,neutral
ibrohim budi,1997,3381,neutral,assertive,neutral
ibrohim budi,1998,848,ethnicity,expressive,hate speech
ibrohim budi,1999,5490,neutral,assertive,neutral
ibrohim budi,2000,4729,neutral,assertive,neutral
ibrohim budi,2001,14362,neutral,assertive,neutral
ibrohim budi,2002,3521,neutral,assertive,neutral
ibrohim budi,2003,4094,neutral,assertive,neutral
ibrohim budi,2004,3295,neutral,assertive,neutral
ibrohim budi,2005,4934,neutral,expressive,defamation
ibrohim budi,2006,3483,neutral,expressive,defamation
ibrohim budi,2007,2559,neutral,assertive,neutral
ibrohim budi,2008,2930,neutral,expressive,defamation
ibrohim budi,2009,382,religion,assertive,neutral
ibrohim budi,2010,706,religion,assertive,neutral
ibrohim budi,2011,5696,neutral,directive,defamation
ibrohim budi,2012,959,ethnicity,expressive,hate speech
ibrohim budi,2013,945,ethnicity,assertive,neutral
ibrohim budi,2014,2621,neutral,assertive,neutral
ibrohim budi,2015,3377,porn,assertive,immoral
ibrohim budi,2016,1267,religion,expressive,hate speech
ibrohim budi,2017,2781,neutral,assertive,neutral
ibrohim budi,2018,3597,neutral,expressive,defamation
ibrohim budi,2019,1483,neutral,assertive,neutral
ibrohim budi,2020,2165,neutral,assertive,neutral
ibrohim budi,2021,2757,porn,assertive,immoral
ibrohim budi,2022,3759,neutral,assertive,neutral
ibrohim budi,2023,4387,porn,assertive,immoral
ibrohim budi,2024,5,religion,assertive,neutral
ibrohim budi,2025,940,ethnicity,assertive,neutral
ibrohim budi,2026,2007,neutral,assertive,neutral
ibrohim budi,2027,3671,neutral,assertive,neutral
ibrohim budi,2028,2560,neutral,assertive,neutral
ibrohim budi,2029,5095,neutral,assertive,neutral
ibrohim budi,2030,1994,neutral,assertive,neutral
ibrohim budi,2031,4703,neutral,expressive,defamation
ibrohim budi,2032,4588,neutral,assertive,neutral
ibrohim budi,2033,2134,neutral,assertive,neutral
ibrohim budi,2034,2909,neutral,assertive,neutral
ibrohim budi,2035,1799,neutral,assertive,neutral
ibrohim budi,2036,2408,neutral,assertive,neutral
ibrohim budi,2037,438,religion,assertive,neutral
ibrohim budi,2038,2801,neutral,assertive,neutral
ibrohim budi,2039,134,religion,expressive,hate speech
ibrohim budi,2040,1849,religion,assertive,neutral
ibrohim budi,2041,149,religion,assertive,neutral
ibrohim budi,2042,4980,neutral,assertive,neutral
ibrohim budi,2043,4953,neutral,assertive,neutral
ibrohim budi,2044,1386,porn,assertive,immoral
ibrohim budi,2045,141,religion,expressive,hate speech
ibrohim budi,2046,2342,neutral,assertive,neutral
ibrohim budi,2047,2324,neutral,assertive,neutral
ibrohim budi,2048,4027,neutral,assertive,neutral
ibrohim budi,2049,14363,neutral,directive,neutral
ibrohim budi,2050,14364,neutral,assertive,neutral
ibrohim budi,2051,4586,neutral,assertive,neutral
ibrohim budi,2052,2728,neutral,assertive,neutral
ibrohim budi,2053,14365,neutral,assertive,neutral
ibrohim budi,2054,5208,neutral,expressive,defamation
ibrohim budi,2055,2061,neutral,expressive,defamation
ibrohim budi,2056,6708,religion,assertive,neutral
ibrohim budi,2057,895,ethnicity,expressive,neutral
ibrohim budi,2058,8103,religion,assertive,neutral
ibrohim budi,2059,1478,neutral,assertive,neutral
ibrohim budi,2060,2276,neutral,assertive,neutral
ibrohim budi,2061,1880,religion,expressive,defamation
ibrohim budi,2062,3457,neutral,assertive,neutral
ibrohim budi,2063,2222,neutral,assertive,neutral
ibrohim budi,2064,5236,neutral,assertive,neutral
ibrohim budi,2065,14366,neutral,assertive,neutral
ibrohim budi,2066,4863,neutral,assertive,neutral
ibrohim budi,2067,14367,neutral,directive,neutral
ibrohim budi,2068,5098,neutral,assertive,neutral
ibrohim budi,2069,5612,neutral,expressive,defamation
ibrohim budi,2070,4114,neutral,expressive,defamation
ibrohim budi,2071,3014,neutral,assertive,neutral
ibrohim budi,2072,1335,ethnicity,expressive,hate speech
ibrohim budi,2073,1063,religion,expressive,hate speech
ibrohim budi,2074,4459,neutral,assertive,neutral
ibrohim budi,2075,110,religion,assertive,neutral
ibrohim budi,2076,5459,neutral,assertive,neutral
ibrohim budi,2077,3712,neutral,expressive,defamation
ibrohim budi,2078,4260,neutral,expressive,defamation
ibrohim budi,2079,175,religion,expressive,hate speech
ibrohim budi,2080,684,religion,assertive,neutral
ibrohim budi,2081,5365,neutral,assertive,neutral
ibrohim budi,2082,3841,neutral,assertive,neutral
ibrohim budi,2083,4276,neutral,assertive,neutral
ibrohim budi,2084,2664,neutral,assertive,neutral
ibrohim budi,2085,517,religion,assertive,neutral
ibrohim budi,2086,2455,neutral,assertive,neutral
ibrohim budi,2087,4298,neutral,assertive,neutral
ibrohim budi,2088,840,ethnicity,expressive,hate speech
ibrohim budi,2089,696,religion,assertive,neutral
ibrohim budi,2090,305,religion,assertive,neutral
ibrohim budi,2091,4447,neutral,assertive,neutral
ibrohim budi,2092,5254,neutral,assertive,neutral
ibrohim budi,2093,14368,neutral,assertive,neutral
ibrohim budi,2094,14369,religion,assertive,neutral
ibrohim budi,2095,3791,religion,assertive,neutral
ibrohim budi,2096,709,religion,assertive,neutral
ibrohim budi,2097,3226,neutral,assertive,neutral
ibrohim budi,2098,1611,neutral,assertive,neutral
ibrohim budi,2099,571,religion,assertive,neutral
ibrohim budi,2100,3919,neutral,assertive,neutral
ibrohim budi,2101,710,religion,assertive,neutral
ibrohim budi,2102,4598,neutral,expressive,defamation
ibrohim budi,2103,5883,neutral,assertive,neutral
ibrohim budi,2104,2104,neutral,assertive,neutral
ibrohim budi,2105,1925,neutral,assertive,neutral
ibrohim budi,2106,471,religion,assertive,neutral
ibrohim budi,2107,5589,neutral,expressive,defamation
ibrohim budi,2108,5372,neutral,assertive,neutral
ibrohim budi,2109,3630,neutral,assertive,neutral
ibrohim budi,2110,2108,neutral,expressive,defamation
ibrohim budi,2111,1642,neutral,assertive,neutral
ibrohim budi,2112,2307,neutral,assertive,neutral
ibrohim budi,2113,5045,neutral,assertive,neutral
ibrohim budi,2114,1804,neutral,assertive,neutral
ibrohim budi,2115,4867,neutral,expressive,defamation
ibrohim budi,2116,14370,neutral,assertive,neutral
ibrohim budi,2117,482,religion,assertive,neutral
ibrohim budi,2118,1627,neutral,assertive,neutral
ibrohim budi,2119,1698,neutral,assertive,neutral
ibrohim budi,2120,4786,neutral,assertive,neutral
ibrohim budi,2121,1291,religion,expressive,hate speech
ibrohim budi,2122,2795,neutral,assertive,neutral
ibrohim budi,2123,2023,neutral,assertive,neutral
ibrohim budi,2124,2364,neutral,assertive,neutral
ibrohim budi,2125,2931,neutral,assertive,neutral
ibrohim budi,2126,1015,religion,expressive,hate speech
ibrohim budi,2127,3007,neutral,assertive,neutral
ibrohim budi,2128,2316,neutral,assertive,neutral
ibrohim budi,2129,2505,neutral,assertive,neutral
ibrohim budi,2130,2699,neutral,assertive,neutral
ibrohim budi,2131,924,ethnicity,assertive,neutral
ibrohim budi,2132,2979,neutral,assertive,neutral
ibrohim budi,2133,532,religion,expressive,hate speech
ibrohim budi,2134,3288,neutral,directive,neutral
ibrohim budi,2135,5087,neutral,expressive,defamation
ibrohim budi,2136,326,religion,expressive,hate speech
ibrohim budi,2137,3926,neutral,expressive,defamation
ibrohim budi,2138,2465,neutral,assertive,neutral
ibrohim budi,2139,3409,neutral,directive,threat
ibrohim budi,2140,1755,neutral,assertive,neutral
ibrohim budi,2141,195,religion,assertive,neutral
ibrohim budi,2142,4531,neutral,expressive,defamation
ibrohim budi,2143,4822,neutral,assertive,neutral
ibrohim budi,2144,3729,neutral,assertive,neutral
ibrohim budi,2145,1806,neutral,assertive,neutral
ibrohim budi,2146,3876,neutral,assertive,neutral
ibrohim budi,2147,4836,neutral,assertive,neutral
ibrohim budi,2148,4021,neutral,assertive,neutral
ibrohim budi,2149,3043,neutral,assertive,neutral
ibrohim budi,2150,7482,neutral,assertive,neutral
ibrohim budi,2151,4684,neutral,expressive,defamation
ibrohim budi,2152,6335,neutral,expressive,defamation
ibrohim budi,2153,14371,neutral,assertive,neutral
ibrohim budi,2154,2026,neutral,assertive,neutral
ibrohim budi,2155,4667,neutral,expressive,defamation
ibrohim budi,2156,2456,neutral,assertive,neutral
ibrohim budi,2157,3023,neutral,expressive,defamation
ibrohim budi,2158,185,religion,assertive,neutral
ibrohim budi,2159,6987,neutral,assertive,neutral
ibrohim budi,2160,5756,neutral,expressive,defamation
ibrohim budi,2161,4037,neutral,expressive,defamation
ibrohim budi,2162,6267,neutral,assertive,neutral
ibrohim budi,2163,494,religion,expressive,hate speech
ibrohim budi,2164,4241,neutral,assertive,neutral
ibrohim budi,2165,2130,neutral,expressive,defamation
ibrohim budi,2166,5605,neutral,assertive,neutral
ibrohim budi,2167,2888,porn,assertive,immoral
ibrohim budi,2168,1973,neutral,assertive,neutral
ibrohim budi,2169,4523,neutral,expressive,defamation
ibrohim budi,2170,671,religion,assertive,neutral
ibrohim budi,2171,2270,neutral,assertive,neutral
ibrohim budi,2172,4335,neutral,expressive,defamation
ibrohim budi,2173,1702,neutral,assertive,neutral
ibrohim budi,2174,14372,religion,assertive,neutral
ibrohim budi,2175,2268,neutral,assertive,neutral
ibrohim budi,2176,9326,religion,assertive,neutral
ibrohim budi,2177,360,religion,assertive,neutral
ibrohim budi,2178,349,religion,directive,hate speech
ibrohim budi,2179,1463,neutral,assertive,neutral
ibrohim budi,2180,69,religion,assertive,neutral
ibrohim budi,2181,5744,neutral,expressive,defamation
ibrohim budi,2182,4553,neutral,expressive,defamation
ibrohim budi,2183,5666,neutral,assertive,neutral
ibrohim budi,2184,5171,neutral,assertive,neutral
ibrohim budi,2185,5250,neutral,assertive,neutral
ibrohim budi,2186,3219,neutral,directive,defamation
ibrohim budi,2187,2572,neutral,assertive,neutral
ibrohim budi,2188,2470,neutral,assertive,neutral
ibrohim budi,2189,849,ethnicity,assertive,neutral
ibrohim budi,2190,2137,neutral,expressive,defamation
ibrohim budi,2191,3149,neutral,assertive,neutral
ibrohim budi,2192,1723,neutral,assertive,neutral
ibrohim budi,2193,5262,porn,assertive,immoral
ibrohim budi,2194,58,religion,expressive,hate speech
ibrohim budi,2195,387,religion,expressive,hate speech
ibrohim budi,2196,14373,neutral,assertive,neutral
ibrohim budi,2197,5493,neutral,expressive,defamation
ibrohim budi,2198,3450,neutral,expressive,defamation
ibrohim budi,2199,4237,neutral,assertive,neutral
ibrohim budi,2200,4441,porn,assertive,immoral
ibrohim budi,2201,8900,neutral,expressive,defamation
ibrohim budi,2202,3865,neutral,directive,neutral
ibrohim budi,2203,5366,neutral,assertive,neutral
ibrohim budi,2204,3545,neutral,assertive,neutral
ibrohim budi,2205,1225,ethnicity,expressive,hate speech
ibrohim budi,2206,3281,neutral,expressive,defamation
ibrohim budi,2207,5745,neutral,expressive,defamation
ibrohim budi,2208,5706,neutral,assertive,neutral
ibrohim budi,2209,512,religion,assertive,neutral
ibrohim budi,2210,5255,neutral,assertive,neutral
ibrohim budi,2211,4555,neutral,assertive,neutral
ibrohim budi,2212,2435,neutral,assertive,neutral
ibrohim budi,2213,996,ethnicity,expressive,hate speech
ibrohim budi,2214,5296,neutral,expressive,defamation
ibrohim budi,2215,3440,porn,assertive,immoral
ibrohim budi,2216,1945,neutral,assertive,neutral
ibrohim budi,2217,162,religion,assertive,neutral
ibrohim budi,2218,3214,neutral,assertive,neutral
ibrohim budi,2219,1456,neutral,expressive,defamation
ibrohim budi,2220,521,religion,assertive,neutral
ibrohim budi,2221,4846,neutral,assertive,neutral
ibrohim budi,2222,5825,neutral,assertive,neutral
ibrohim budi,2223,2479,neutral,assertive,neutral
ibrohim budi,2224,2733,neutral,assertive,neutral
ibrohim budi,2225,1093,religion,expressive,hate speech
ibrohim budi,2226,5115,neutral,expressive,defamation
ibrohim budi,2227,3471,religion,expressive,hate speech
ibrohim budi,2228,14374,neutral,expressive,neutral
ibrohim budi,2229,3125,neutral,assertive,neutral
ibrohim budi,2230,4551,neutral,assertive,neutral
ibrohim budi,2231,5352,neutral,assertive,neutral
ibrohim budi,2232,3195,neutral,assertive,neutral
ibrohim budi,2233,4221,neutral,assertive,neutral
ibrohim budi,2234,5628,neutral,expressive,defamation
